date,month,league,edge,bet_type,match,bet_on,odds,model_prob,edge_value,stake_eur,won,profit_eur,bankroll_after_eur
2026-01-21,2026-01,LPL,0,flat,LNG Esports vs LGD Gaming,LNG Esports,1.55,0.6659,0.0207,100.0,True,55.0,10055.0
2026-01-21,2026-01,LPL,0,flat,Invictus Gaming vs Top Esports,Top Esports,2.899,0.4721,0.1271,100.0,False,-100.0,9955.0
2026-01-21,2026-01,LOL,0,flat,NextGeneration Esports vs 3BL Esports,NextGeneration Esports,2.174,0.5123,0.0523,100.0,True,117.4,10072.4
2026-01-21,2026-01,NLC,0,flat,4 SWINES & A BUM vs Bulldog Esports,4 SWINES & A BUM,3.571,0.3544,0.0744,100.0,False,-100.0,9972.4
2026-01-21,2026-01,LFL,0,flat,BK ROG Esports vs Zephyr Esport,BK ROG Esports,1.626,0.8828,0.2678,100.0,True,62.6,10035.0
2026-01-21,2026-01,LOL,0,flat,GnG Amazigh vs One More Esports,GnG Amazigh,1.515,0.72,0.06,100.0,True,51.5,10086.5
2026-01-21,2026-01,LCK,0,flat,DRX vs DN SOOPers,DN SOOPers,2.0,0.5312,0.0312,100.0,True,100.0,10186.5
2026-01-22,2026-01,LOL,0,flat,Dragons Esports vs One More Esports,Dragons Esports,1.25,0.9438,0.1438,100.0,True,25.0,10211.5
2026-01-22,2026-01,LFL,0,flat,Vitality.Bee vs Karmine Corp Blue Stars,Vitality.Bee,1.439,0.8823,0.1874,100.0,True,43.9,10255.4
2026-01-22,2026-01,NLC,0,flat,Arctic Pandas vs 4 SWINES & A BUM,4 SWINES & A BUM,3.922,0.414,0.159,100.0,False,-100.0,10155.4
2026-01-22,2026-01,LOL,0,flat,Anubis Gaming vs 3BL Esports,3BL Esports,4.444,0.4702,0.2452,100.0,True,344.4,10499.8
2026-01-22,2026-01,LPL,0,flat,Team WE vs Ninjas in Pyjamas,Team WE,1.613,0.6987,0.0787,100.0,False,-100.0,10399.8
2026-01-22,2026-01,LCK,0,flat,BNK FEARX vs Gen.G,Gen.G,1.156,0.8964,0.0313,100.0,True,15.6,10415.4
2026-01-22,2026-01,LPL,0,flat,ThunderTalk Gaming vs EDward Gaming,EDward Gaming,1.274,0.8112,0.0263,100.0,True,27.4,10442.8
2026-01-22,2026-01,LCK,0,flat,HANJIN BRION vs Hanwha Life Esports,Hanwha Life Esports,2.041,0.942,0.452,100.0,True,104.1,10546.9
2026-01-22,2026-01,LFL,0,flat,Solary vs Yumeea,Yumeea,24.39,0.1086,0.0676,100.0,False,-100.0,10446.9
2026-01-22,2026-01,LCKC,0,flat,Nongshim Esports Academy vs KT Rolster Challengers,Nongshim Esports Academy,2.247,0.5705,0.1254,100.0,False,-100.0,10346.9
2026-01-22,2026-01,LCKC,0,flat,BNK FearX Youth vs Dplus KIA Challengers,Dplus KIA Challengers,2.222,0.572,0.1219,100.0,False,-100.0,10246.9
2026-01-22,2026-01,LFL,0,flat,Galions vs Caldya Esport,Galions,1.143,0.9459,0.071,100.0,True,14.3,10261.2
2026-01-22,2026-01,NLC,0,flat,DMG Esports vs Verdant,Verdant,2.041,0.6967,0.2068,100.0,False,-100.0,10161.2
2026-01-22,2026-01,NLC,0,flat,Arctic Pandas vs Lundqvist Lightside,Arctic Pandas,1.439,0.7141,0.0192,100.0,True,43.9,10205.1
2026-01-22,2026-01,LFL,0,flat,French Flair vs Lausanne-Sport Esports,French Flair,1.093,0.9593,0.0444,100.0,True,9.3,10214.4
2026-01-22,2026-01,LOL,0,flat,GnG Amazigh vs One More Esports,One More Esports,3.125,0.3349,0.0149,100.0,False,-100.0,10114.4
2026-01-22,2026-01,LPL,0,flat,Oh My God vs Ultra Prime,Ultra Prime,2.597,0.4411,0.056,100.0,True,159.7,10274.1
2026-01-23,2026-01,LCK,0,flat,KT Rolster vs T1,T1,1.307,0.8111,0.0459,100.0,True,30.7,10304.8
2026-01-23,2026-01,LCP,0,flat,MVK Esports vs GAM Esports,MVK Esports,3.077,0.3255,0.0005,100.0,True,207.7,10512.5
2026-01-23,2026-01,LPL,0,flat,EDward Gaming vs ThunderTalk Gaming,EDward Gaming,1.205,0.8599,0.03,100.0,True,20.5,10533.0
2026-01-23,2026-01,LPL,0,flat,Oh My God vs LGD Gaming,LGD Gaming,1.562,0.7066,0.0664,100.0,False,-100.0,10433.0
2026-01-23,2026-01,LOL,0,flat,FN Esports vs Baam Esports,Baam Esports,5.128,0.2459,0.0509,100.0,False,-100.0,10333.0
2026-01-23,2026-01,LOL,0,flat,NextGeneration Esports vs GnG Amazigh,GnG Amazigh,2.703,0.3936,0.0236,100.0,True,170.3,10503.3
2026-01-23,2026-01,LCK,0,flat,Nongshim Red Force vs DRX,Nongshim Red Force,1.481,0.7467,0.0714,100.0,False,-100.0,10403.3
2026-01-23,2026-01,LCP,0,flat,CTBC Flying Oyster vs DetonatioN FocusMe,CTBC Flying Oyster,1.093,0.9608,0.0459,100.0,True,9.3,10412.6
2026-01-23,2026-01,LPL,0,flat,JD Gaming vs Bilibili Gaming,JD Gaming,2.899,0.4699,0.125,100.0,True,189.9,10602.5
2026-01-23,2026-01,LCKC,0,flat,T1 Academy vs Hanwha Life Esports Challengers,T1 Academy,1.46,0.8281,0.1432,100.0,True,46.0,10648.5
2026-01-23,2026-01,PCS,0,flat,Skillcamp Esport vs Project Conquerors,Skillcamp Esport,1.724,0.6843,0.1042,100.0,True,72.4,10720.9
2026-01-23,2026-01,NLC,0,flat,Deer Gaming vs La BOMBAS,La BOMBAS,5.405,0.5247,0.3397,100.0,False,-100.0,10620.9
2026-01-23,2026-01,LFL,0,flat,ZYB Esport vs Galions Sharks,ZYB Esport,1.942,0.7386,0.2237,100.0,True,94.2,10715.1
2026-01-23,2026-01,LFL,0,flat,Ici Japon Corp. Esport vs TLN Pirates,TLN Pirates,3.279,0.3085,0.0035,100.0,True,227.9,10943.0
2026-01-23,2026-01,LFL,0,flat,Esprit Shōnen vs Lille Esport,Esprit Shōnen,2.0,0.8778,0.3778,100.0,True,100.0,11043.0
2026-01-23,2026-01,NLC,0,flat,DMG Esports vs Bulldog Esports,Bulldog Esports,2.198,0.7238,0.2688,100.0,False,-100.0,10943.0
2026-01-23,2026-01,LOL,0,flat,Dragons Esports vs One More Esports,Dragons Esports,1.17,0.8859,0.0312,100.0,True,17.0,10960.0
2026-01-23,2026-01,LCKC,0,flat,Gen.G Global Academy vs DN SOOPers Challengers,Gen.G Global Academy,5.405,0.2796,0.0946,100.0,False,-100.0,10860.0
2026-01-24,2026-01,LEC,0,flat,Team Vitality vs Team Heretics,Team Heretics,2.564,0.3958,0.0058,100.0,True,156.4,11016.4
2026-01-24,2026-01,LTA S,0,flat,RED Canids vs FURIA Esports,RED Canids,2.5,0.4631,0.0631,100.0,True,150.0,11166.4
2026-01-24,2026-01,LEC,0,flat,Natus Vincere vs Karmine Corp Blue,Karmine Corp Blue,3.448,0.2907,0.0007,100.0,False,-100.0,11066.4
2026-01-24,2026-01,LEC,0,flat,Los Ratones vs GIANTX,Los Ratones,3.774,0.3028,0.0378,100.0,False,-100.0,10966.4
2026-01-24,2026-01,LPL,0,flat,Weibo Gaming vs JD Gaming,JD Gaming,1.55,0.7432,0.098,100.0,False,-100.0,10866.4
2026-01-24,2026-01,LCK,0,flat,Dplus KIA vs Gen.G,Gen.G,1.227,0.8998,0.0848,100.0,True,22.7,10889.1
2026-01-24,2026-01,LPL,0,flat,Top Esports vs Anyone's Legend,Top Esports,5.556,0.2912,0.1112,100.0,False,-100.0,10789.1
2026-01-24,2026-01,LCP,0,flat,Fukuoka SoftBank Hawks Gaming vs Ground Zero Gaming,Ground Zero Gaming,2.02,0.6552,0.1601,100.0,False,-100.0,10689.1
2026-01-24,2026-01,LCK,0,flat,Hanwha Life Esports vs DN SOOPers,Hanwha Life Esports,2.0,0.9213,0.4213,100.0,True,100.0,10789.1
2026-01-24,2026-01,LCP,0,flat,Team Secret Whales vs Deep Cross Gaming,Deep Cross Gaming,3.704,0.6175,0.3476,100.0,True,270.4,11059.5
2026-01-24,2026-01,LOL,0,flat,NextGeneration Esports vs GnG Amazigh,GnG Amazigh,3.774,0.4267,0.1617,100.0,True,277.4,11336.9
2026-01-25,2026-01,LEC,0,flat,Team Heretics vs Los Ratones,Los Ratones,2.899,0.5448,0.1999,100.0,True,189.9,11526.8
2026-01-25,2026-01,LTA S,0,flat,Fluxo W7M vs Leviatan Esports,Fluxo W7M,1.681,0.6204,0.0256,100.0,False,-100.0,11426.8
2026-01-25,2026-01,LEC,0,flat,SK Gaming vs Natus Vincere,SK Gaming,3.077,0.407,0.082,100.0,False,-100.0,11326.8
2026-01-25,2026-01,LEC,0,flat,Team Vitality vs Shifters,Team Vitality,1.905,0.7429,0.218,100.0,True,90.5,11417.3
2026-01-25,2026-01,LTA S,0,flat,RED Canids vs LOUD,RED Canids,1.408,0.8071,0.0968,100.0,False,-100.0,11317.3
2026-01-25,2026-01,LPL,0,flat,Top Esports vs Invictus Gaming,Top Esports,2.597,0.5569,0.1719,100.0,True,159.7,11477.0
2026-01-25,2026-01,LCK,0,flat,KT Rolster vs HANJIN BRION,KT Rolster,1.923,0.8567,0.3367,100.0,True,92.3,11569.3
2026-01-25,2026-01,LPL,0,flat,Ninjas in Pyjamas vs Team WE,Team WE,2.0,0.67,0.17,100.0,True,100.0,11669.3
2026-01-25,2026-01,LEC,0,flat,SK Gaming vs Karmine Corp,SK Gaming,4.255,0.2667,0.0317,100.0,False,-100.0,11569.3
2026-01-25,2026-01,LCK,0,flat,T1 vs BNK FEARX,T1,1.29,0.8439,0.0688,100.0,True,29.0,11598.3
2026-01-25,2026-01,LCP,0,flat,MVK Esports vs CTBC Flying Oyster,MVK Esports,2.299,0.5349,0.0999,100.0,False,-100.0,11498.3
2026-01-25,2026-01,LCS,0,flat,Sentinels vs Disguised,Disguised,2.817,0.5531,0.1981,100.0,True,181.7,11680.0
2026-01-25,2026-01,LCS,0,flat,Cloud9 vs Team Liquid,Cloud9,1.626,0.7793,0.1643,100.0,True,62.6,11742.6
2026-01-25,2026-01,LTA S,0,flat,Fluxo W7M vs paiN Gaming,Fluxo W7M,2.174,0.5692,0.1092,100.0,True,117.4,11860.0
2026-01-25,2026-01,LEC,0,flat,Movistar KOI vs Fnatic,Movistar KOI,1.653,0.6563,0.0513,100.0,True,65.3,11925.3
2026-01-25,2026-01,LEC,0,flat,Shifters vs G2 Esports,G2 Esports,1.379,0.8665,0.1413,100.0,True,37.9,11963.2
2026-01-25,2026-01,LTA S,0,flat,Vivo Keyd Stars vs Leviatan Esports,Leviatan Esports,6.897,0.1564,0.0114,100.0,False,-100.0,11863.2
2026-01-25,2026-01,LCP,0,flat,DetonatioN FocusMe vs GAM Esports,GAM Esports,1.105,0.9379,0.033,100.0,True,10.5,11873.7
2026-01-26,2026-01,LPL,0,flat,Team WE vs ThunderTalk Gaming,ThunderTalk Gaming,5.714,0.2656,0.0906,100.0,False,-100.0,11773.7
2026-01-26,2026-01,LEC,0,flat,Team Vitality vs Fnatic,Team Vitality,2.41,0.6032,0.1883,100.0,False,-100.0,11673.7
2026-01-26,2026-01,LEC,0,flat,Shifters vs Los Ratones,Los Ratones,2.817,0.5097,0.1547,100.0,True,181.7,11855.4
2026-01-26,2026-01,LEC,0,flat,SK Gaming vs Karmine Corp Blue,SK Gaming,1.739,0.6034,0.0283,100.0,True,73.9,11929.3
2026-01-26,2026-01,LPL,0,flat,Bilibili Gaming vs JD Gaming,JD Gaming,2.817,0.5187,0.1637,100.0,True,181.7,12111.0
2026-01-26,2026-01,LCKC,0,flat,Nongshim Esports Academy vs Hanwha Life Esports Challengers,Nongshim Esports Academy,1.307,0.919,0.1539,100.0,True,30.7,12141.7
2026-01-26,2026-01,LEC,0,flat,Karmine Corp vs G2 Esports,G2 Esports,1.869,0.7098,0.1747,100.0,False,-100.0,12041.7
2026-01-26,2026-01,LCS,0,flat,LYON vs Dignitas,Dignitas,6.452,0.2535,0.0985,100.0,False,-100.0,11941.7
2026-01-26,2026-01,LCS,0,flat,FlyQuest vs Shopify Rebellion,FlyQuest,2.353,0.6499,0.2249,100.0,True,135.3,12077.0
2026-01-26,2026-01,LTA S,0,flat,paiN Gaming vs RED Canids,RED Canids,1.493,0.8947,0.2249,100.0,True,49.3,12126.3
2026-01-26,2026-01,LTA S,0,flat,LOUD vs Vivo Keyd Stars,Vivo Keyd Stars,1.439,0.8433,0.1484,100.0,False,-100.0,12026.3
2026-01-26,2026-01,LEC,0,flat,Fnatic vs GIANTX,GIANTX,2.02,0.5553,0.0602,100.0,False,-100.0,11926.3
2026-01-26,2026-01,LEC,0,flat,Movistar KOI vs Karmine Corp Blue,Movistar KOI,1.17,0.9391,0.0844,100.0,True,17.0,11943.3
2026-01-26,2026-01,LCKC,0,flat,T1 Academy vs Dplus KIA Challengers,Dplus KIA Challengers,2.41,0.5577,0.1427,100.0,False,-100.0,11843.3
2026-01-27,2026-01,LOL,0,flat,Dragons Esports vs GnG Amazigh,GnG Amazigh,5.128,0.2864,0.0914,100.0,False,-100.0,11743.3
2026-01-27,2026-01,LPL,0,flat,Anyone's Legend vs Invictus Gaming,Anyone's Legend,1.361,0.792,0.0572,100.0,True,36.1,11779.4
2026-01-27,2026-01,LPL,0,flat,Weibo Gaming vs Top Esports,Top Esports,2.41,0.4645,0.0496,100.0,False,-100.0,11679.4
2026-01-27,2026-01,LOL,0,flat,FN Esports vs 3BL Esports,FN Esports,1.37,0.8835,0.1536,100.0,True,37.0,11716.4
2026-01-27,2026-01,LPL,0,flat,Ultra Prime vs LNG Esports,LNG Esports,1.299,0.7903,0.0204,100.0,True,29.9,11746.3
2026-01-27,2026-01,LEC,0,flat,Movistar KOI vs GIANTX,Movistar KOI,1.55,0.7088,0.0637,100.0,False,-100.0,11646.3
2026-01-27,2026-01,LEC,0,flat,Natus Vincere vs Karmine Corp,Karmine Corp,1.449,0.7034,0.0132,100.0,True,44.9,11691.2
2026-01-27,2026-01,LEC,0,flat,Team Heretics vs G2 Esports,G2 Esports,1.212,0.8505,0.0254,100.0,True,21.2,11712.4
2026-01-27,2026-01,LCKC,0,flat,BNK FearX Youth vs KT Rolster Challengers,BNK FearX Youth,3.509,0.354,0.0691,100.0,False,-100.0,11612.4
2026-01-28,2026-01,LOL,0,flat,NextGeneration Esports vs Anubis Gaming,NextGeneration Esports,2.439,0.6152,0.2052,100.0,True,143.9,11756.3
2026-01-28,2026-01,LFL,0,flat,Joblife vs TLN Pirates,TLN Pirates,3.125,0.5312,0.2112,100.0,True,212.5,11968.8
2026-01-28,2026-01,LOL,0,flat,One More Esports vs Baam Esports,One More Esports,4.167,0.2767,0.0367,100.0,False,-100.0,11868.8
2026-01-28,2026-01,LPL,0,flat,Oh My God vs LNG Esports,LNG Esports,1.37,0.8007,0.0708,100.0,True,37.0,11905.8
2026-01-28,2026-01,LPL,0,flat,Ultra Prime vs LGD Gaming,LGD Gaming,1.46,0.7046,0.0197,100.0,True,46.0,11951.8
2026-01-28,2026-01,LOL,0,flat,FN Esports vs 3BL Esports,FN Esports,1.235,0.8943,0.0846,100.0,True,23.5,11975.3
2026-01-28,2026-01,LPL,0,flat,Ninjas in Pyjamas vs EDward Gaming,Ninjas in Pyjamas,2.247,0.465,0.0199,100.0,False,-100.0,11875.3
2026-01-29,2026-01,TCL,0,flat,BoostGate Esports vs SU Esports,BoostGate Esports,6.25,0.249,0.089,100.0,False,-100.0,11775.3
2026-01-29,2026-01,LPL,0,flat,JD Gaming vs Weibo Gaming,JD Gaming,1.653,0.6253,0.0204,100.0,False,-100.0,11675.3
2026-01-29,2026-01,PCS,0,flat,Zephyr Esport vs Project Conquerors,Project Conquerors,1.418,0.8229,0.1176,100.0,True,41.8,11717.1
2026-01-29,2026-01,LOL,0,flat,GnG Amazigh vs Baam Esports,GnG Amazigh,2.151,0.4835,0.0186,100.0,True,115.1,11832.2
2026-01-29,2026-01,TCL,0,flat,Bushido Wildcats vs Team Phoenix,Bushido Wildcats,1.19,0.8907,0.0503,100.0,True,19.0,11851.2
2026-01-29,2026-01,LPL,0,flat,ThunderTalk Gaming vs Ninjas in Pyjamas,ThunderTalk Gaming,5.714,0.285,0.11,100.0,False,-100.0,11751.2
2026-01-29,2026-01,NLC,0,flat,4 SWINES & A BUM vs Verdant,4 SWINES & A BUM,5.714,0.336,0.161,100.0,False,-100.0,11651.2
2026-01-29,2026-01,LCP,0,flat,MVK Esports vs Deep Cross Gaming,Deep Cross Gaming,2.985,0.7184,0.3834,100.0,True,198.5,11849.7
2026-01-29,2026-01,LCKC,0,flat,Gen.G Global Academy vs HANJIN BRION Challengers,Gen.G Global Academy,2.778,0.5909,0.231,100.0,False,-100.0,11749.7
2026-01-29,2026-01,LFL,0,flat,French Flair vs ZYB Esport,French Flair,1.25,0.9115,0.1115,100.0,True,25.0,11774.7
2026-01-29,2026-01,LFL,0,flat,Galions vs Esprit Shōnen,Esprit Shōnen,5.263,0.3714,0.1814,100.0,False,-100.0,11674.7
2026-01-29,2026-01,LFL,0,flat,Solary vs Vitality.Bee,Vitality.Bee,5.0,0.3312,0.1312,100.0,False,-100.0,11574.7
2026-01-29,2026-01,LOL,0,flat,NextGeneration Esports vs Anubis Gaming,NextGeneration Esports,2.667,0.6168,0.2419,100.0,True,166.7,11741.4
2026-01-29,2026-01,LFL,0,flat,BK ROG Esports vs Skillcamp Esport,Skillcamp Esport,4.444,0.3755,0.1504,100.0,True,344.4,12085.8
2026-01-29,2026-01,LCP,0,flat,CTBC Flying Oyster vs Fukuoka SoftBank Hawks Gaming,Fukuoka SoftBank Hawks Gaming,15.748,0.1607,0.0972,100.0,False,-100.0,11985.8
2026-01-30,2026-01,LOL,0,flat,NextGeneration Esports vs Dragons Esports,NextGeneration Esports,5.128,0.2518,0.0568,100.0,False,-100.0,11885.8
2026-01-30,2026-01,TCL,0,flat,Misa Esports vs S2G Esports,S2G Esports,3.333,0.6001,0.3001,100.0,False,-100.0,11785.8
2026-01-30,2026-01,LPL,0,flat,Bilibili Gaming vs Top Esports,Top Esports,3.922,0.3343,0.0793,100.0,True,292.2,12078.0
2026-01-30,2026-01,LPL,0,flat,Ultra Prime vs Oh My God,Ultra Prime,2.02,0.5698,0.0748,100.0,False,-100.0,11978.0
2026-01-30,2026-01,LCK,0,flat,Nongshim Red Force vs KT Rolster,Nongshim Red Force,2.899,0.4251,0.0802,100.0,True,189.9,12167.9
2026-01-30,2026-01,LCP,0,flat,GAM Esports vs Ground Zero Gaming,Ground Zero Gaming,9.091,0.237,0.127,100.0,False,-100.0,12067.9
2026-01-30,2026-01,TCL,0,flat,Dark Passage vs PCIFIC,Dark Passage,1.361,0.8489,0.1141,100.0,True,36.1,12104.0
2026-01-30,2026-01,NLC,0,flat,DMG Esports vs Lundqvist Lightside,Lundqvist Lightside,3.774,0.6006,0.3356,100.0,False,-100.0,12004.0
2026-01-30,2026-01,LFL,0,flat,Lausanne-Sport Esports vs Galions Sharks,Galions Sharks,1.504,0.6713,0.0064,100.0,False,-100.0,11904.0
2026-01-30,2026-01,LFL,0,flat,Yumeea vs Karmine Corp Blue Stars,Yumeea,8.333,0.5957,0.4757,100.0,False,-100.0,11804.0
2026-01-30,2026-01,NLC,0,flat,Arctic Pandas vs La BOMBAS,La BOMBAS,8.696,0.1445,0.0295,100.0,False,-100.0,11704.0
2026-01-30,2026-01,LOL,0,flat,One More Esports vs 3BL Esports,3BL Esports,1.562,0.7209,0.0807,100.0,True,56.2,11760.2
2026-01-30,2026-01,LFL,0,flat,Caldya Esport vs Lille Esport,Caldya Esport,3.704,0.4048,0.1348,100.0,False,-100.0,11660.2
2026-01-30,2026-01,LCP,0,flat,DetonatioN FocusMe vs Team Secret Whales,Team Secret Whales,1.099,0.9496,0.0397,100.0,True,9.9,11670.1
2026-01-31,2026-01,LEC,0,flat,Shifters vs Fnatic,Shifters,3.571,0.3897,0.1097,100.0,True,257.1,11927.2
2026-01-31,2026-01,LTA S,0,flat,FURIA Esports vs Fluxo W7M,FURIA Esports,1.481,0.8246,0.1493,100.0,True,48.1,11975.3
2026-01-31,2026-01,LEC,0,flat,Natus Vincere vs GIANTX,GIANTX,1.835,0.6513,0.1063,100.0,True,83.5,12058.8
2026-01-31,2026-01,LTA S,0,flat,Vivo Keyd Stars vs RED Canids,Vivo Keyd Stars,2.0,0.5851,0.0851,100.0,False,-100.0,11958.8
2026-01-31,2026-01,LEC,0,flat,Team Heretics vs SK Gaming,Team Heretics,2.128,0.6466,0.1767,100.0,False,-100.0,11858.8
2026-01-31,2026-01,LPL,0,flat,Bilibili Gaming vs Invictus Gaming,Bilibili Gaming,1.361,0.7373,0.0025,100.0,True,36.1,11894.9
2026-01-31,2026-01,LCP,0,flat,MVK Esports vs Fukuoka SoftBank Hawks Gaming,Fukuoka SoftBank Hawks Gaming,10.0,0.1946,0.0946,100.0,True,900.0,12794.9
2026-01-31,2026-01,LCK,0,flat,T1 vs Dplus KIA,T1,1.29,0.7813,0.0061,100.0,True,29.0,12823.9
2026-01-31,2026-01,LCP,0,flat,Deep Cross Gaming vs CTBC Flying Oyster,Deep Cross Gaming,3.279,0.504,0.199,100.0,True,227.9,13051.8
2026-01-31,2026-01,LFL,0,flat,Vitality.Bee vs Karmine Corp Blue Stars,Vitality.Bee,1.724,0.6759,0.0959,100.0,True,72.4,13124.2
2026-01-31,2026-01,LFL,0,flat,ZYB Esport vs Lausanne-Sport Esports,ZYB Esport,1.98,0.7805,0.2755,100.0,True,98.0,13222.2
2026-01-31,2026-01,LFL,0,flat,Esprit Shōnen vs Lille Esport,Esprit Shōnen,1.98,0.797,0.292,100.0,False,-100.0,13122.2
2026-01-31,2026-01,LOL,0,flat,FN Esports vs Anubis Gaming,FN Esports,1.227,0.8884,0.0734,100.0,True,22.7,13144.9
2026-01-31,2026-01,LPL,0,flat,JD Gaming vs Anyone's Legend,Anyone's Legend,1.77,0.6472,0.0823,100.0,True,77.0,13221.9
2026-02-01,2026-02,LEC,0,flat,Team Vitality vs GIANTX,GIANTX,1.695,0.6438,0.0538,100.0,False,-100.0,13121.9
2026-02-01,2026-02,LTA S,0,flat,FURIA Esports vs Vivo Keyd Stars,Vivo Keyd Stars,1.724,0.6709,0.0908,100.0,False,-100.0,13021.9
2026-02-01,2026-02,LEC,0,flat,Team Heretics vs Karmine Corp Blue,Team Heretics,1.724,0.7568,0.1767,100.0,True,72.4,13094.3
2026-02-01,2026-02,LEC,0,flat,Shifters vs Natus Vincere,Natus Vincere,1.695,0.6855,0.0955,100.0,True,69.5,13163.8
2026-02-01,2026-02,LPL,0,flat,LGD Gaming vs LNG Esports,LNG Esports,1.389,0.7632,0.0432,100.0,True,38.9,13202.7
2026-02-01,2026-02,LCK,0,flat,Hanwha Life Esports vs Gen.G,Hanwha Life Esports,6.061,0.2257,0.0607,100.0,False,-100.0,13102.7
2026-02-01,2026-02,LPL,0,flat,Anyone's Legend vs Top Esports,Top Esports,3.571,0.2992,0.0192,100.0,False,-100.0,13002.7
2026-02-01,2026-02,LCP,0,flat,Team Secret Whales vs GAM Esports,Team Secret Whales,1.923,0.6114,0.0914,100.0,True,92.3,13095.0
2026-02-01,2026-02,LCS,0,flat,Sentinels vs Dignitas,Dignitas,2.74,0.377,0.012,100.0,False,-100.0,12995.0
2026-02-01,2026-02,LCS,0,flat,Cloud9 vs LYON,LYON,2.899,0.3631,0.0181,100.0,False,-100.0,12895.0
2026-02-01,2026-02,LCP,0,flat,DetonatioN FocusMe vs Ground Zero Gaming,Ground Zero Gaming,1.379,0.8859,0.1607,100.0,True,37.9,12932.9
2026-02-01,2026-02,LTA S,0,flat,Leviatan Esports vs LOUD,LOUD,1.361,0.7635,0.0288,100.0,False,-100.0,12832.9
2026-02-01,2026-02,LEC,0,flat,Karmine Corp Blue vs G2 Esports,G2 Esports,1.176,0.9628,0.1124,100.0,True,17.6,12850.5
2026-02-01,2026-02,LEC,0,flat,Team Vitality vs Karmine Corp,Team Vitality,3.333,0.3006,0.0006,100.0,True,233.3,13083.8
2026-02-01,2026-02,LEC,0,flat,Movistar KOI vs Los Ratones,Los Ratones,5.128,0.266,0.071,100.0,True,412.8,13496.6
2026-02-02,2026-02,LCS,0,flat,FlyQuest vs Disguised,Disguised,3.509,0.33,0.045,100.0,False,-100.0,13396.6
2026-02-02,2026-02,LEC,0,flat,Los Ratones vs G2 Esports,G2 Esports,1.325,0.8675,0.1128,100.0,False,-100.0,13296.6
2026-02-02,2026-02,LEC,0,flat,Karmine Corp vs Fnatic,Fnatic,2.469,0.41,0.0049,100.0,False,-100.0,13196.6
2026-02-02,2026-02,LTA S,0,flat,LOUD vs Fluxo W7M,Fluxo W7M,2.74,0.4925,0.1275,100.0,True,174.0,13370.6
2026-02-02,2026-02,LEC,0,flat,SK Gaming vs Movistar KOI,Movistar KOI,1.418,0.8671,0.1619,100.0,True,41.8,13412.4
2026-02-02,2026-02,LTA S,0,flat,paiN Gaming vs Leviatan Esports,Leviatan Esports,2.469,0.455,0.05,100.0,False,-100.0,13312.4
2026-02-02,2026-02,LPL,0,flat,Bilibili Gaming vs Weibo Gaming,Bilibili Gaming,1.527,0.7084,0.0535,100.0,True,52.7,13365.1
2026-02-02,2026-02,LCS,0,flat,Shopify Rebellion vs Team Liquid,Shopify Rebellion,2.299,0.4732,0.0382,100.0,False,-100.0,13265.1
2026-02-02,2026-02,LEC,0,flat,Karmine Corp Blue vs Fnatic,Fnatic,1.212,0.847,0.022,100.0,True,21.2,13286.3
2026-02-02,2026-02,LEC,0,flat,SK Gaming vs GIANTX,GIANTX,1.527,0.6896,0.0347,100.0,True,52.7,13339.0
2026-02-02,2026-02,LEC,0,flat,Natus Vincere vs Los Ratones,Los Ratones,2.74,0.3917,0.0268,100.0,False,-100.0,13239.0
2026-02-02,2026-02,LPL,0,flat,LGD Gaming vs Oh My God,Oh My God,2.74,0.4372,0.0723,100.0,True,174.0,13413.0
2026-02-02,2026-02,LCKC,0,flat,Dplus KIA Challengers vs Hanwha Life Esports Challengers,Dplus KIA Challengers,1.37,0.7777,0.0478,100.0,False,-100.0,13313.0
2026-02-03,2026-02,LEC,0,flat,Team Vitality vs G2 Esports,G2 Esports,1.613,0.7383,0.1183,100.0,True,61.3,13374.3
2026-02-03,2026-02,LEC,0,flat,Team Heretics vs Movistar KOI,Team Heretics,5.263,0.1939,0.0039,100.0,True,426.3,13800.6
2026-02-03,2026-02,LEC,0,flat,Shifters vs Karmine Corp,Karmine Corp,1.325,0.8875,0.1328,100.0,True,32.5,13833.1
2026-02-03,2026-02,LTA S,0,flat,Fluxo W7M vs Leviatan Esports,Leviatan Esports,2.817,0.4024,0.0474,100.0,True,181.7,14014.8
2026-02-03,2026-02,LCKC,0,flat,T1 Academy vs Hanwha Life Esports Challengers,T1 Academy,1.639,0.8385,0.2283,100.0,False,-100.0,13914.8
2026-02-03,2026-02,LPL,0,flat,Invictus Gaming vs JD Gaming,JD Gaming,1.439,0.7459,0.0509,100.0,True,43.9,13958.7
2026-02-03,2026-02,LTA S,0,flat,Vivo Keyd Stars vs paiN Gaming,Vivo Keyd Stars,1.562,0.6928,0.0526,100.0,True,56.2,14014.9
2026-02-04,2026-02,LPL,0,flat,EDward Gaming vs Team WE,Team WE,2.198,0.4915,0.0365,100.0,False,-100.0,13914.9
2026-02-04,2026-02,LPL,0,flat,Weibo Gaming vs Anyone's Legend,Anyone's Legend,1.439,0.7086,0.0136,100.0,True,43.9,13958.8
2026-02-04,2026-02,LFL,0,flat,Galions vs TLN Pirates,Galions,1.562,0.6661,0.0259,100.0,True,56.2,14015.0
2026-02-05,2026-02,LPL,0,flat,JD Gaming vs Top Esports,Top Esports,3.279,0.474,0.169,100.0,True,227.9,14242.9
